measures,,ID,countx,Repeats or deletes,Data Name,Target No.,Group Traits,L*(D65),a*(D65),b*(D65),dL*(D65),da*(D65),db*(D65),dE*ab(D65),Judgement,360nm,370nm,380nm,390nm,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,710nm,720nm,730nm,740nm,ID,count,Idx,countx
21,Tricep,288,11,,288_#0011,------,SCE,58.55,10.5,17.84,------,------,------,------,------,10.7,10.7,10.7,10.7,10.7,10.99,11.23,11.8,13.37,16.45,19.62,21.42,22.51,23.37,23.96,24.2,24.05,23.4,22.65,22.49,23.02,23.76,25.45,29.64,35.32,39.93,42.69,44.34,45.6,46.71,47.62,48.67,49.7,50.61,51.33,51.33,51.33,51.33,51.33,288,11,288,11
21,Shoulder,288,12,,288_#0012,------,SCE,61.31,9.36,18.93,------,------,------,------,------,12.45,12.45,12.45,12.45,12.45,12.89,13.23,13.96,15.69,18.51,21,22.43,23.44,24.44,25.36,26.05,26.42,26.48,26.44,26.61,27.3,28.19,29.81,33.65,38.4,42.14,44.49,45.98,47.15,48.16,49.02,49.98,50.89,51.67,52.31,52.31,52.31,52.31,52.31,288,12,288,12
21,Cheek_L,288,13,,288_#0013,------,SCE,59.03,15.3,16.92,------,------,------,------,------,12.79,12.79,12.79,12.79,12.79,13.12,13.37,14.1,15.6,17.58,19.34,20.61,21.62,22.62,23.54,24.11,23.69,22.5,21.8,22.45,23.39,22.87,23.91,31,39.31,44.71,47.72,49.55,50.89,52.02,52.94,53.93,54.84,55.67,56.28,56.28,56.28,56.28,56.28,288,13,288,13
21,Cheek_R,288,14,,288_#0014,------,SCE,56.6,12.91,19.24,------,------,------,------,------,10.11,10.11,10.11,10.11,10.11,10.57,10.96,11.64,12.91,14.65,16.22,17.32,18.29,19.26,20.23,20.95,21.14,20.82,20.66,21.23,22.16,22.4,23.72,28.83,34.52,38.36,40.69,42.24,43.46,44.55,45.53,46.57,47.6,48.52,49.33,49.33,49.33,49.33,49.33,288,14,288,14
21,Forehead,288,15,,288_#0015,------,SCE,60.32,15.11,15.5,------,------,------,------,------,15.72,15.72,15.72,15.72,15.72,15.34,15.1,15.66,17.27,19.32,21.19,22.48,23.44,24.54,25.7,26.27,25.55,23.96,22.94,23.2,23.98,23.69,24.95,32.36,40.76,46.47,49.92,51.84,53.18,54.21,55.08,56.18,57.24,58.12,58.81,58.81,58.81,58.81,58.81,288,15,288,15
21,Palm,288,16,,288_#0016,------,SCE,62.16,11.25,15.77,------,------,------,------,------,14.5,14.5,14.5,14.5,14.5,13.7,13.58,14.65,17.24,20.95,24.02,26.08,27.48,28.64,29.68,30.08,28.88,26.43,24.8,25.35,26.34,25.27,26.16,33.69,42.15,47.47,50.32,51.83,52.79,53.53,54.07,54.66,55.28,55.81,56.07,56.07,56.07,56.07,56.07,288,16,288,16
21,Forearm_inner,288,17,,288_#0017,------,SCE,57.67,10.74,17.75,------,------,------,------,------,10.3,10.3,10.3,10.3,10.3,10.63,10.92,11.59,13.19,16.08,18.75,20.19,21.15,21.92,22.51,22.87,22.88,22.46,21.96,22.08,22.72,23.2,24.65,28.85,34.18,38.43,41.07,42.69,44.01,45.12,46.08,47.17,48.26,49.23,50.06,50.06,50.06,50.06,50.06,288,17,288,17
21,Tricep,288,18,,288_#0018,------,SCE,58.41,10.67,18.91,------,------,------,------,------,10.16,10.16,10.16,10.16,10.16,10.55,10.89,11.56,13.13,15.95,18.73,20.4,21.5,22.44,23.18,23.61,23.62,23.18,22.65,22.67,23.29,24.02,25.71,29.89,35.28,39.64,42.29,43.95,45.25,46.41,47.39,48.52,49.55,50.46,51.24,51.24,51.24,51.24,51.24,288,18,288,18
21,Shoulder,288,19,,288_#0019,------,SCE,61.21,9.57,19.55,------,------,------,------,------,12.04,12.04,12.04,12.04,12.04,12.5,12.85,13.61,15.36,18.13,20.56,21.98,23.04,24.06,25.03,25.76,26.18,26.27,26.26,26.54,27.3,28.17,29.82,33.78,38.57,42.24,44.48,45.94,47.12,48.16,49.03,49.98,50.88,51.68,52.29,52.29,52.29,52.29,52.29,288,19,288,19
21,Cheek_L,288,20,,288_#0020,------,SCE,57.72,15.74,17.79,------,------,------,------,------,11.54,11.54,11.54,11.54,11.54,11.97,12.27,12.99,14.35,16.11,17.71,18.92,19.94,20.95,21.93,22.52,22.22,21.13,20.53,21.22,22.21,21.74,22.79,29.81,37.89,43.02,45.96,47.74,49.12,50.27,51.23,52.25,53.19,54.03,54.67,54.67,54.67,54.67,54.67,288,20,288,20
21,Cheek_R,288,21,,288_#0021,------,SCE,56.27,12.96,19.31,------,------,------,------,------,9.84,9.84,9.84,9.84,9.84,10.31,10.7,11.36,12.63,14.36,15.95,17.07,18.08,19.03,20.04,20.74,20.9,20.54,20.35,20.82,21.67,22.06,23.43,28.35,33.96,37.92,40.42,42,43.32,44.43,45.45,46.58,47.69,48.65,49.52,49.52,49.52,49.52,49.52,288,21,288,21
21,Forehead,288,22,,288_#0022,------,SCE,59.24,15.84,14.64,------,------,------,------,------,15.44,15.44,15.44,15.44,15.44,15.05,14.82,15.33,16.79,18.79,20.62,21.93,22.88,23.94,24.94,25.38,24.48,22.74,21.6,21.81,22.52,22.14,23.3,30.57,39.31,45.42,49.18,51.24,52.72,53.8,54.71,55.91,57.05,58.05,58.79,58.79,58.79,58.79,58.79,288,22,288,22
21,Palm,306,2,,306_#0002,------,SCE,56.05,13.01,14.86,------,------,------,------,------,12.63,12.63,12.63,12.63,12.63,11.88,11.54,11.74,12.78,15.51,18.65,20.65,21.71,22.46,23.07,23.29,22.5,20.74,19.16,18.75,19.11,18.99,20.06,25.2,32.99,39.6,43.32,45.1,46.1,46.81,47.33,48.33,49.51,50.59,51.32,51.32,51.32,51.32,51.32,306,2,306,2
21,Forearm_inner,306,3,,306_#0003,------,SCE,65.12,7.56,14.6,------,------,------,------,------,18.34,18.34,18.34,18.34,18.34,17.9,17.6,18.08,20.39,24.56,27.83,29.55,30.64,31.64,32.58,33.1,32.76,31.51,30.32,30.17,30.65,30.62,31.81,36.75,42.92,47.34,49.86,51.32,52.28,53.05,53.65,54.36,55.03,55.67,56.06,56.06,56.06,56.06,56.06,306,3,306,3
21,Tricep,306,4,,306_#0004,------,SCE,63.74,7.71,14.53,------,------,------,------,------,16.86,16.86,16.86,16.86,16.86,16.51,16.33,16.94,19.14,23.08,26.38,28.25,29.44,30.38,31.18,31.54,31.08,29.77,28.55,28.32,28.76,28.92,30.25,34.93,40.95,45.46,47.95,49.31,50.28,51.06,51.65,52.39,53.12,53.74,54.12,54.12,54.12,54.12,54.12,306,4,306,4
21,Shoulder,306,5,,306_#0005,------,SCE,69.13,6.18,15.62,------,------,------,------,------,22.61,22.61,22.61,22.61,22.61,21.79,21.15,21.58,24.09,28.32,31.33,32.9,34.1,35.42,36.9,37.95,38.06,37.26,36.34,36.03,36.4,36.74,38.11,42.66,48.31,52.41,54.62,55.79,56.57,57.17,57.61,58.15,58.72,59.17,59.44,59.44,59.44,59.44,59.44,306,5,306,5
21,Cheek_L,306,6,,306_#0006,------,SCE,63.91,12.56,17.6,------,------,------,------,------,17.67,17.67,17.67,17.67,17.67,17.05,16.61,17.21,19.2,21.7,23.52,24.76,25.79,27.01,28.5,29.66,29.69,28.71,28.02,28.42,29.25,29,30.16,36.83,44.62,49.88,52.98,54.84,56.13,57.16,57.99,58.91,59.79,60.58,61.07,61.07,61.07,61.07,61.07,306,6,306,6
21,Cheek_R,306,7,,306_#0007,------,SCE,64.87,11.44,17.7,------,------,------,------,------,17.99,17.99,17.99,17.99,17.99,17.71,17.52,18.23,20.21,22.55,24.24,25.45,26.5,27.83,29.44,30.74,30.92,30.16,29.63,30.08,30.92,30.74,31.88,37.99,45.15,50.07,53.1,54.9,56.17,57.22,57.98,58.91,59.69,60.41,60.93,60.93,60.93,60.93,60.93,306,7,306,7
21,Forehead,306,8,,306_#0008,------,SCE,61.34,11.46,20.08,------,------,------,------,------,13.36,13.36,13.36,13.36,13.36,13.16,13.09,13.82,15.76,18.15,19.94,21.17,22.13,23.36,24.95,26.19,26.57,26.22,25.94,26.17,26.89,27.3,28.72,33.86,39.79,44.34,47.39,49.21,50.57,51.69,52.58,53.67,54.8,55.76,56.42,56.42,56.42,56.42,56.42,306,8,306,8
21,Palm,306,9,,306_#0009,------,SCE,56.4,12.55,14.91,------,------,------,------,------,12.95,12.95,12.95,12.95,12.95,12.19,11.86,12.11,13.19,15.86,18.79,20.69,21.73,22.54,23.27,23.61,22.9,21.18,19.66,19.37,19.71,19.49,20.47,25.66,33.34,39.71,43.19,44.89,45.81,46.48,47,47.89,48.95,49.95,50.54,50.54,50.54,50.54,50.54,306,9,306,9
21,Forearm_inner,306,10,,306_#0010,------,SCE,65.11,7.3,14.64,------,------,------,------,------,18.16,18.16,18.16,18.16,18.16,17.72,17.41,17.83,20.07,24.42,28,29.81,30.89,31.85,32.71,33.18,32.81,31.61,30.38,30.05,30.45,30.63,31.89,36.58,42.67,47.2,49.74,51.16,52.13,52.91,53.48,54.21,54.96,55.64,56.04,56.04,56.04,56.04,56.04,306,10,306,10
21,Tricep,306,11,,306_#0011,------,SCE,63.97,7.23,14.9,------,------,------,------,------,16.82,16.82,16.82,16.82,16.82,16.52,16.32,16.88,19.08,23.06,26.47,28.29,29.47,30.46,31.27,31.7,31.33,30.19,29.05,28.77,29.21,29.52,30.88,35.3,41,45.29,47.65,49,49.93,50.75,51.29,52.02,52.76,53.37,53.77,53.77,53.77,53.77,53.77,306,11,306,11
21,Shoulder,306,12,,306_#0012,------,SCE,69.89,5.75,15.45,------,------,------,------,------,23.64,23.64,23.64,23.64,23.64,22.73,22.01,22.44,25.03,29.29,32.33,33.91,35.06,36.43,37.97,39.05,39.19,38.46,37.55,37.21,37.52,37.9,39.25,43.68,49.16,53.18,55.35,56.46,57.2,57.78,58.17,58.7,59.21,59.66,59.88,59.88,59.88,59.88,59.88,306,12,306,12
21,Cheek_L,306,13,,306_#0013,------,SCE,62.57,14,16.92,------,------,------,------,------,17.36,17.36,17.36,17.36,17.36,16.68,16.22,16.72,18.51,20.8,22.48,23.63,24.57,25.71,27.11,28.21,28.07,26.9,26.06,26.44,27.22,26.84,27.85,34.74,43.26,49.09,52.59,54.57,55.92,57.02,57.86,58.84,59.81,60.61,61.18,61.18,61.18,61.18,61.18,306,13,306,13
21,Cheek_R,306,14,,306_#0014,------,SCE,64.49,11.67,18,------,------,------,------,------,17.43,17.43,17.43,17.43,17.43,17.21,17.05,17.82,19.8,22.01,23.63,24.85,25.9,27.22,28.84,30.17,30.4,29.64,29.15,29.66,30.5,30.31,31.39,37.54,44.77,49.7,52.72,54.53,55.81,56.86,57.67,58.57,59.4,60.14,60.62,60.62,60.62,60.62,60.62,306,14,306,14
21,Forehead,306,15,,306_#0015,------,SCE,61.39,11.46,20.49,------,------,------,------,------,13.05,13.05,13.05,13.05,13.05,12.89,12.88,13.69,15.67,18.02,19.75,20.99,21.95,23.23,24.83,26.16,26.59,26.21,25.95,26.32,27.12,27.41,28.79,34.21,40.16,44.48,47.37,49.14,50.42,51.49,52.35,53.39,54.45,55.35,55.99,55.99,55.99,55.99,55.99,306,15,306,15
21,Palm,306,16,,306_#0016,------,SCE,57.17,13.6,15.71,------,------,------,------,------,13.33,13.33,13.33,13.33,13.33,12.5,12.16,12.49,13.73,16.22,18.8,20.59,21.73,22.69,23.65,24.24,23.48,21.51,19.97,20,20.57,19.96,20.8,27.01,35.55,41.92,45.3,46.92,47.82,48.42,48.86,49.66,50.58,51.43,51.91,51.91,51.91,51.91,51.91,306,16,306,16
21,Forearm_inner,306,17,,306_#0017,------,SCE,64.22,7.9,14.48,------,------,------,------,------,17.62,17.62,17.62,17.62,17.62,17.26,16.99,17.44,19.52,23.58,26.97,28.71,29.82,30.79,31.66,32.13,31.68,30.3,29.03,28.86,29.35,29.31,30.51,35.64,41.99,46.44,48.88,50.25,51.2,51.92,52.48,53.18,53.86,54.5,54.91,54.91,54.91,54.91,54.91,306,17,306,17
21,Tricep,306,18,,306_#0018,------,SCE,64.6,6.73,14.84,------,------,------,------,------,17.39,17.39,17.39,17.39,17.39,17.1,16.92,17.5,19.73,23.77,27.17,28.95,30.12,31.1,31.93,32.37,32.1,31.13,30.1,29.75,30.13,30.56,31.95,36.08,41.46,45.63,47.97,49.23,50.16,50.94,51.52,52.23,52.94,53.54,53.95,53.95,53.95,53.95,53.95,306,18,306,18
21,Shoulder,306,19,,306_#0019,------,SCE,69.47,6.24,16.11,------,------,------,------,------,22.8,22.8,22.8,22.8,22.8,22.05,21.41,21.87,24.34,28.4,31.25,32.76,33.87,35.26,36.8,37.95,38.26,37.74,37.01,36.77,37.14,37.58,38.97,43.42,48.91,52.84,55,56.13,56.94,57.57,58.01,58.57,59.1,59.55,59.82,59.82,59.82,59.82,59.82,306,19,306,19
21,Cheek_L,306,20,,306_#0020,------,SCE,62.9,13.99,16.89,------,------,------,------,------,17.37,17.37,17.37,17.37,17.37,16.85,16.5,17.11,18.93,21.09,22.74,23.91,24.87,26.07,27.48,28.58,28.43,27.22,26.39,26.89,27.71,27.22,28.16,35.08,43.7,49.56,53.11,55.13,56.6,57.77,58.66,59.68,60.62,61.45,62.03,62.03,62.03,62.03,62.03,306,20,306,20
21,Cheek_R,306,21,,306_#0021,------,SCE,64.89,11.46,17.84,------,------,------,------,------,17.83,17.83,17.83,17.83,17.83,17.57,17.36,18.09,20.11,22.48,24.22,25.46,26.53,27.84,29.45,30.76,30.94,30.15,29.59,30.09,30.94,30.73,31.85,38.07,45.28,50.15,53.18,54.98,56.23,57.31,58.12,59,59.82,60.55,61.03,61.03,61.03,61.03,61.03,306,21,306,21
21,Forehead,306,22,,306_#0022,------,SCE,61.35,11.62,20.45,------,------,------,------,------,13.1,13.1,13.1,13.1,13.1,12.89,12.85,13.64,15.61,17.98,19.78,21.02,21.97,23.24,24.86,26.17,26.55,26.12,25.82,26.21,26.99,27.22,28.57,34.1,40.24,44.66,47.57,49.36,50.67,51.74,52.59,53.61,54.68,55.61,56.24,56.24,56.24,56.24,56.24,306,22,306,22
21,Palm,137,2,,137_#0002,------,SCE,63.09,8.53,16.12,------,------,------,------,------,15.86,15.86,15.86,15.86,15.86,15.17,14.87,15.46,17.55,21.49,24.76,26.72,28.04,29.13,30.21,30.95,30.43,28.66,27.2,27.31,28.01,27.5,28.67,34.91,41.85,46.14,48.35,49.44,50.14,50.62,50.95,51.36,51.74,52.11,52.19,52.19,52.19,52.19,52.19,137,2,137,2
21,Forearm_inner,137,3,,137_#0003,------,SCE,62.83,8.83,20.47,------,------,------,------,------,12.11,12.11,12.11,12.11,12.11,12.49,12.84,13.6,15.61,18.97,21.86,23.62,25,26.22,27.41,28.34,28.68,28.28,27.79,27.97,28.81,29.43,31.15,35.62,40.9,44.82,47.25,48.74,49.93,50.92,51.76,52.72,53.67,54.49,55.15,55.15,55.15,55.15,55.15,137,3,137,3
21,Tricep,137,4,,137_#0004,------,SCE,67.2,7.58,21.54,------,------,------,------,------,14.74,14.74,14.74,14.74,14.74,15.33,15.89,17.11,19.66,22.7,24.93,26.5,27.96,29.53,31.27,32.87,33.69,33.66,33.73,34.53,35.66,36.02,37.52,42.49,47.32,50.19,51.95,53.17,54.17,55.06,55.8,56.6,57.28,57.88,58.31,58.31,58.31,58.31,58.31,137,4,137,4
21,Shoulder,137,5,,137_#0005,------,SCE,66.67,7.92,21.66,------,------,------,------,------,14.62,14.62,14.62,14.62,14.62,15.39,16.04,17.27,19.57,22.1,23.94,25.34,26.74,28.29,30.04,31.64,32.63,32.97,33.39,34.2,35.21,35.82,37.25,41.57,46.17,49.18,51.1,52.44,53.53,54.49,55.22,56.08,56.79,57.43,57.87,57.87,57.87,57.87,57.87,137,5,137,5
21,Cheek_L,137,6,,137_#0006,------,SCE,57.23,18.32,14.94,------,------,------,------,------,14.08,14.08,14.08,14.08,14.08,13.84,13.67,14.17,15.54,17.17,18.45,19.43,20.29,21.17,22.13,22.76,22.06,20.47,19.5,19.87,20.52,19.79,20.3,27.26,37.28,44.56,48.89,51.38,53.13,54.46,55.38,56.34,57.17,57.96,58.4,58.4,58.4,58.4,58.4,137,6,137,6
21,Cheek_R,137,7,,137_#0007,------,SCE,58.25,15.95,14.88,------,------,------,------,------,14.54,14.54,14.54,14.54,14.54,14.43,14.35,14.95,16.43,18.09,19.34,20.31,21.14,22.05,23.07,23.79,23.35,22.05,21.24,21.57,22.2,21.64,22.21,28.51,37.3,43.71,47.63,49.93,51.55,52.83,53.71,54.67,55.49,56.28,56.75,56.75,56.75,56.75,56.75,137,7,137,7
21,Forehead,137,8,,137_#0008,------,SCE,60.94,10.91,17.82,------,------,------,------,------,14.19,14.19,14.19,14.19,14.19,13.96,13.88,14.75,16.82,19.03,20.59,21.72,22.68,23.9,25.34,26.5,26.6,25.83,25.36,25.75,26.51,26.45,27.52,33.13,39.3,43.29,45.9,47.45,48.57,49.48,50.2,51.02,51.76,52.52,52.94,52.94,52.94,52.94,52.94,137,8,137,8
21,Palm,137,9,,137_#0009,------,SCE,62.42,10.86,16.24,------,------,------,------,------,15.85,15.85,15.85,15.85,15.85,15.34,15.17,15.77,17.61,20.76,23.45,25.22,26.44,27.58,28.71,29.52,29.05,27.35,26.06,26.32,27.05,26.39,27.4,34.18,42.13,47.11,49.66,50.95,51.8,52.4,52.75,53.23,53.66,54.01,54.11,54.11,54.11,54.11,54.11,137,9,137,9
21,Forearm_inner,137,10,,137_#0010,------,SCE,63.24,8.12,20.77,------,------,------,------,------,12.2,12.2,12.2,12.2,12.2,12.71,13.14,13.95,15.98,19.28,21.98,23.61,24.95,26.19,27.45,28.51,29.03,28.97,28.76,28.98,29.77,30.56,32.2,36.13,40.89,44.49,46.8,48.24,49.4,50.39,51.22,52.15,53.02,53.8,54.43,54.43,54.43,54.43,54.43,137,10,137,10
21,Tricep,137,11,,137_#0011,------,SCE,67.42,7.36,21.53,------,------,------,------,------,14.95,14.95,14.95,14.95,14.95,15.6,16.17,17.38,19.9,22.95,25.13,26.66,28.12,29.65,31.4,32.98,33.91,34.05,34.25,34.99,36.05,36.58,38.13,42.71,47.29,50.16,51.95,53.19,54.23,55.13,55.89,56.68,57.36,57.98,58.42,58.42,58.42,58.42,58.42,137,11,137,11
21,Shoulder,137,12,,137_#0012,------,SCE,65.91,8.34,22.8,------,------,------,------,------,12.9,12.9,12.9,12.9,12.9,13.77,14.54,15.83,18.15,20.76,22.69,24.19,25.68,27.23,29.02,30.65,31.63,31.81,32.11,33.06,34.23,34.69,36.15,40.91,45.66,48.62,50.56,51.88,53.06,54.08,54.9,55.81,56.59,57.28,57.81,57.81,57.81,57.81,57.81,137,12,137,12
21,Cheek_L,137,13,,137_#0013,------,SCE,58.7,16.58,16.45,------,------,------,------,------,13.75,13.75,13.75,13.75,13.75,13.62,13.57,14.24,15.82,17.65,19.09,20.22,21.16,22.21,23.36,24.19,23.7,22.16,21.22,21.68,22.47,21.78,22.51,29.71,39.07,45.49,49.33,51.49,53.07,54.25,55.14,56.07,56.91,57.69,58.13,58.13,58.13,58.13,58.13,137,13,137,13
21,Cheek_R,137,14,,137_#0014,------,SCE,58.84,15.41,16.28,------,------,------,------,------,14.04,14.04,14.04,14.04,14.04,13.96,13.92,14.6,16.2,17.89,19.2,20.21,21.06,22.08,23.24,24.14,23.84,22.66,21.94,22.4,23.13,22.58,23.28,29.85,38.42,44.29,47.86,49.93,51.38,52.57,53.39,54.3,55.08,55.77,56.24,56.24,56.24,56.24,56.24,137,14,137,14
21,Forehead,137,15,,137_#0015,------,SCE,61.4,10.98,18.64,------,------,------,------,------,14.14,14.14,14.14,14.14,14.14,13.87,13.76,14.64,16.75,18.98,20.59,21.78,22.76,24.02,25.54,26.79,26.98,26.28,25.86,26.29,27.1,27.06,28.23,33.97,40.16,44.11,46.7,48.26,49.41,50.34,51.03,51.89,52.67,53.43,53.88,53.88,53.88,53.88,53.88,137,15,137,15
21,Palm,137,16,,137_#0016,------,SCE,63.23,10.09,16.32,------,------,------,------,------,16.4,16.4,16.4,16.4,16.4,15.84,15.65,16.3,18.22,21.54,24.25,26.01,27.24,28.41,29.59,30.47,30.09,28.46,27.21,27.5,28.23,27.57,28.6,35.25,42.91,47.6,50,51.23,52.01,52.58,52.97,53.39,53.78,54.13,54.25,54.25,54.25,54.25,54.25,137,16,137,16
21,Forearm_inner,137,17,,137_#0017,------,SCE,62.92,8.67,21.1,------,------,------,------,------,11.81,11.81,11.81,11.81,11.81,12.21,12.55,13.34,15.3,18.73,21.67,23.43,24.8,26.03,27.25,28.22,28.67,28.48,28.08,28.17,28.97,29.83,31.61,35.78,40.86,44.71,47.21,48.72,49.95,51.03,51.93,52.88,53.84,54.72,55.41,55.41,55.41,55.41,55.41,137,17,137,17
21,Tricep,137,18,,137_#0018,------,SCE,67.74,7.27,21.28,------,------,------,------,------,15.18,15.18,15.18,15.18,15.18,15.92,16.56,17.85,20.39,23.37,25.54,27.12,28.62,30.2,31.97,33.59,34.45,34.48,34.6,35.4,36.49,36.83,38.27,43.06,47.82,50.72,52.51,53.66,54.67,55.54,56.21,56.95,57.58,58.15,58.54,58.54,58.54,58.54,58.54,137,18,137,18
21,Shoulder,137,19,,137_#0019,------,SCE,65.91,8.3,23.29,------,------,------,------,------,12.71,12.71,12.71,12.71,12.71,13.58,14.34,15.6,17.9,20.47,22.42,23.89,25.39,26.92,28.74,30.42,31.48,31.8,32.22,33.15,34.34,34.95,36.51,41.06,45.6,48.48,50.39,51.72,52.88,53.94,54.74,55.66,56.44,57.15,57.69,57.69,57.69,57.69,57.69,137,19,137,19
21,Cheek_L,137,20,,137_#0020,------,SCE,59.14,15.34,16.29,------,------,------,------,------,14.14,14.14,14.14,14.14,14.14,14.01,13.95,14.64,16.3,18.12,19.54,20.62,21.57,22.61,23.8,24.69,24.29,22.89,22.07,22.53,23.29,22.7,23.45,30.28,38.92,44.87,48.43,50.49,51.98,53.12,53.96,54.88,55.62,56.33,56.79,56.79,56.79,56.79,56.79,137,20,137,20
21,Cheek_R,137,23,,137_#0023,------,SCE,59.1,16.81,16.38,------,------,------,------,------,14.39,14.39,14.39,14.39,14.39,14.15,14.01,14.57,16.13,17.98,19.45,20.57,21.52,22.58,23.73,24.53,24.01,22.51,21.56,22.02,22.77,22.14,22.87,30.07,39.64,46.25,50.22,52.52,54.18,55.44,56.35,57.28,58.13,58.92,59.39,59.39,59.39,59.39,59.39,137,23,137,23
21,Forehead,137,22,,137_#0022,------,SCE,61.18,11.11,18.49,------,------,------,------,------,14.14,14.14,14.14,14.14,14.14,13.87,13.75,14.56,16.62,18.88,20.47,21.64,22.61,23.84,25.3,26.51,26.72,26.04,25.63,26.02,26.81,26.8,27.97,33.57,39.74,43.87,46.52,48.1,49.32,50.25,50.99,51.86,52.67,53.46,53.95,53.95,53.95,53.95,53.95,137,22,137,22
22,Palm,161,2,,161_#0002,------,SCE,61.15,11.81,16.48,------,------,------,------,------,15.57,15.57,15.57,15.57,15.57,14.84,14.51,14.89,16.56,19.56,22.01,23.58,24.6,25.69,26.87,27.79,27.47,25.89,24.67,24.94,25.63,24.86,25.73,32.56,40.73,46,48.73,50.06,50.89,51.43,51.8,52.17,52.6,52.97,53.12,53.12,53.12,53.12,53.12,161,2,161,2
22,Forearm_inner,161,3,,161_#0003,------,SCE,63.01,9,20.36,------,------,------,------,------,13.27,13.27,13.27,13.27,13.27,13.59,13.8,14.43,16.21,19.31,21.8,23.26,24.38,25.51,26.67,27.65,28.35,28.56,28.51,28.76,29.53,30.45,32.15,35.98,40.75,44.53,46.91,48.42,49.62,50.69,51.61,52.63,53.62,54.48,55.18,55.18,55.18,55.18,55.18,161,3,161,3
22,Tricep,161,4,,161_#0004,------,SCE,62.36,9.4,22.96,------,------,------,------,------,11.81,11.81,11.81,11.81,11.81,12.31,12.8,13.76,15.52,17.56,19.1,20.29,21.45,22.78,24.35,25.84,26.9,27.42,27.98,28.99,30.17,30.73,32.17,36.41,40.66,43.43,45.33,46.65,47.78,48.87,49.77,50.69,51.54,52.27,52.88,52.88,52.88,52.88,52.88,161,4,161,4
22,Shoulder,161,5,,161_#0005,------,SCE,61.16,10.12,23.02,------,------,------,------,------,10.98,10.98,10.98,10.98,10.98,11.54,12.07,13.01,14.66,16.53,18.01,19.17,20.32,21.62,23.14,24.6,25.56,25.9,26.36,27.49,28.72,28.97,30.28,34.88,39.48,42.37,44.29,45.72,46.91,48.06,49.1,50.05,50.96,51.77,52.41,52.41,52.41,52.41,52.41,161,5,161,5
22,Cheek_L,161,6,,161_#0006,------,SCE,59.07,15.75,17.72,------,------,------,------,------,13.97,13.97,13.97,13.97,13.97,13.8,13.7,14.26,15.71,17.36,18.66,19.61,20.37,21.37,22.58,23.61,23.67,22.9,22.43,22.9,23.64,23.33,24.15,30.38,38.58,44.59,48.39,50.67,52.31,53.66,54.74,55.89,57.02,57.95,58.67,58.67,58.67,58.67,58.67,161,6,161,6
22,Cheek_R,161,7,,161_#0007,------,SCE,58.34,15.98,16.78,------,------,------,------,------,13.73,13.73,13.73,13.73,13.73,13.63,13.58,14.17,15.63,17.28,18.52,19.42,20.18,21.1,22.19,23.06,23.01,22.18,21.7,22.1,22.77,22.44,23.11,28.92,37.1,43.44,47.61,50.14,51.97,53.43,54.61,55.84,57.03,58.04,58.81,58.81,58.81,58.81,58.81,161,7,161,7
22,Forehead,161,8,,161_#0008,------,SCE,58.28,11.9,19.94,------,------,------,------,------,11.51,11.51,11.51,11.51,11.51,11.65,11.85,12.68,14.23,15.81,17.01,17.92,18.69,19.75,21.05,22.25,22.87,22.91,23.04,23.68,24.51,24.7,25.76,30.51,35.76,39.52,42.11,43.8,45.02,46.16,47.05,48.15,49.15,50.18,50.89,50.89,50.89,50.89,50.89,161,8,161,8
22,Palm,161,9,,161_#0009,------,SCE,62.12,10.83,16.44,------,------,------,------,------,16.3,16.3,16.3,16.3,16.3,15.58,15.27,15.68,17.45,20.52,22.98,24.46,25.45,26.48,27.66,28.66,28.58,27.35,26.31,26.45,27.02,26.48,27.36,33.43,41.05,46.26,49.05,50.49,51.37,51.96,52.34,52.79,53.24,53.63,53.79,53.79,53.79,53.79,53.79,161,9,161,9
22,Forearm_inner,161,10,,161_#0010,------,SCE,63.18,8.62,19.71,------,------,------,------,------,13.67,13.67,13.67,13.67,13.67,13.96,14.19,14.85,16.71,19.84,22.32,23.75,24.85,25.96,27.1,28.1,28.73,28.86,28.75,29.05,29.85,30.52,32.07,36.07,40.86,44.47,46.73,48.17,49.32,50.31,51.14,52.05,52.93,53.74,54.33,54.33,54.33,54.33,54.33,161,10,161,10
22,Tricep,161,11,,161_#0011,------,SCE,62.24,9.07,22.52,------,------,------,------,------,12.04,12.04,12.04,12.04,12.04,12.49,12.93,13.86,15.58,17.67,19.25,20.42,21.55,22.89,24.43,25.87,26.9,27.44,27.99,28.86,29.93,30.62,32.07,35.97,40.06,42.88,44.82,46.19,47.32,48.39,49.31,50.25,51.07,51.81,52.43,52.43,52.43,52.43,52.43,161,11,161,11
22,Shoulder,161,12,,161_#0012,------,SCE,61.64,9.24,22.51,------,------,------,------,------,11.46,11.46,11.46,11.46,11.46,11.95,12.41,13.31,15.04,17.19,18.84,20.02,21.17,22.42,23.87,25.23,26.23,26.7,27.2,28.13,29.22,29.81,31.22,35.16,39.34,42.22,44.16,45.48,46.67,47.79,48.71,49.66,50.55,51.3,51.95,51.95,51.95,51.95,51.95,161,12,161,12
